#Date;Time;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Uac;INV;Pac;DaySum;Status;Error;Pdc1;Pdc2;Udc1;Udc2;Temp;Uac;Idc1;Idc2;Iac
13.02.18;17:30:00;1;433;8156;3;0;161;159;160;405;376;379;225;2;410;7949;3;0;142;150;159;393;383;384;225;3;365;7810;3;0;104;150;146;390;412;397;224;4;491;10549;3;0;293;224;511;512;229;5;381;7702;3;0;176;226;0;554;546;0;225;6;416;7723;3;0;219;233;0;533;551;0;225;7;427;7736;3;0;234;228;0;553;541;0;225;8;660;11651;3;0;486;248;550;552;226;9;300;5502;3;0;169;161;405;415;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:25:00;1;474;8119;3;0;175;175;175;401;392;384;225;2;446;7914;3;0;152;163;173;380;384;397;225;3;393;7779;3;0;106;166;159;390;396;389;225;4;528;10508;3;0;312;242;527;537;229;5;420;7669;3;0;194;251;0;565;540;0;225;6;470;7687;3;0;250;260;0;535;545;0;225;7;479;7699;3;0;260;254;0;557;538;0;225;8;730;11585;3;0;536;274;551;554;225;9;333;5476;3;0;187;180;409;404;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:20:00;1;472;8079;3;0;174;174;174;388;387;384;225;2;449;7876;3;0;156;164;174;378;370;390;225;3;398;7746;3;0;109;168;160;385;396;383;225;4;529;10464;3;0;313;244;524;530;229;5;410;7634;3;0;189;248;0;547;537;0;225;6;474;7647;3;0;258;257;0;545;535;0;225;7;478;7659;3;0;261;253;0;545;534;0;225;8;724;11535;3;0;534;272;546;543;225;9;333;5448;3;0;188;179;403;390;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:15:00;1;337;8041;3;0;126;124;125;396;385;392;225;2;327;7840;3;0;117;118;126;392;385;397;225;3;319;7713;3;0;111;125;114;394;397;391;224;4;446;10420;3;0;285;185;515;541;229;5;303;7601;3;0;154;167;0;551;546;0;225;6;311;7610;3;0;173;168;0;552;541;0;225;7;312;7621;3;0;169;169;0;545;538;0;225;8;482;11467;3;0;366;188;522;550;226;9;227;5421;3;0;126;124;398;384;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:10:00;1;254;8013;3;0;97;95;95;385;377;384;225;2;250;7813;3;0;90;89;97;389;379;395;225;3;244;7687;3;0;88;96;86;371;384;378;224;4;343;10383;3;0;215;145;510;542;229;5;222;7576;3;0;112;121;0;540;549;0;225;6;229;7584;3;0;128;124;0;546;541;0;224;7;232;7595;3;0;127;123;0;521;542;0;225;8;362;11428;3;0;282;146;521;541;225;9;170;5402;3;0;96;92;396;394;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:05:00;1;221;7993;3;0;85;83;84;349;343;352;225;2;223;7793;3;0;81;78;86;362;352;372;225;3;215;7667;3;0;80;86;77;337;349;339;224;4;307;10350;3;0;190;134;502;523;229;5;194;7558;3;0;99;107;0;493;514;0;225;6;199;7566;3;0;112;108;0;514;518;0;224;7;200;7577;3;0;110;108;0;466;521;0;224;8;312;11400;3;0;245;130;505;523;225;9;147;5389;3;0;84;81;372;372;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;17:00:00;1;296;7974;3;0;112;110;110;365;362;372;225;2;290;7774;3;0;106;103;112;363;365;370;224;3;284;7649;3;0;103;110;101;361;385;364;224;4;397;10329;3;0;252;167;501;526;229;5;273;7542;3;0;140;149;0;517;522;0;224;6;272;7549;3;0;154;149;0;522;514;0;224;7;270;7560;3;0;150;150;0;514;510;0;224;8;426;11373;3;0;325;170;517;526;225;9;199;5376;3;0;111;108;380;368;224;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;16:55:00;1;334;7949;3;0;126;123;124;392;383;390;224;2;324;7749;3;0;119;116;125;394;380;384;224;3;314;7625;3;0;109;123;113;399;398;385;223;4;438;10296;3;0;278;182;514;528;229;5;312;7518;3;0;162;170;0;533;538;0;224;6;317;7525;3;0;176;171;0;540;527;0;224;7;317;7536;3;0;172;173;0;537;526;0;224;8;486;11335;3;0;371;191;522;548;225;9;230;5359;3;0;128;126;392;381;223;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;16:50:00;1;277;7921;3;0;106;102;102;388;383;345;224;2;262;7722;3;0;96;96;101;364;338;329;224;3;260;7599;3;0;92;104;93;383;391;390;223;4;369;10260;3;0;229;158;505;509;229;5;261;7492;3;0;134;143;0;501;504;0;224;6;264;7499;3;0;149;143;0;501;484;0;223;7;268;7510;3;0;147;145;0;496;488;0;223;8;410;11303;3;0;315;164;509;517;224;9;190;5340;3;0;108;103;383;346;223;10;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.18;16:45:00;1;557;7898;3;0;200;200;204;392;382;385;224;2;541;7700;3;0;190;192;204;386;379;389;224;3;519;7577;3;0;177;198;189;387;395;386;223;4;715;10229;3;0;462;281;527;536;229;5;514;7471;3;0;265;277;0;524;528;0;224;6;528;7477;3;0;285;279;0;531;525;0;224;7;517;7487;3;0;275;276;0;521;528;0;224;8;785;11261;3;0;574;297;530;533;224;9;367;5324;3;0;200;199;390;389;223;10;0;0;0;0;0;0;0;0;0;0;0;0;0
