time;cloudCover;dewPoint;humidity;pressure;temp;visibility;windBearing;windSpeed;;;
1525122000;0.57;26.65;0.37;1013.11;51.79;6.22;200;2.24;;;
1525122300;0.56;26.65;0.37;1013.1;51.79;6.22;199;2.03;;;
1525122600;0.56;26.65;0.37;1013.09;51.79;6.22;199;1.82;;;
1525122900;0.56;26.65;0.37;1013.08;51.79;6.22;199;1.6;;;
1525123200;0.56;26.65;0.37;1013.08;51.79;6.22;198;1.39;;;
1525123500;0.56;26.65;0.37;1013.07;51.79;6.22;198;1.17;;;
1525123800;0.56;26.65;0.37;1013.06;51.79;6.22;197;0.96;;;
1525124100;0.56;26.65;0.37;1013.05;51.79;6.22;195;0.75;;;
1525124400;0.56;26.65;0.37;1013.04;51.79;6.22;193;0.54;;;
1525124700;0.56;26.65;0.37;1013.04;51.79;6.22;187;0.33;;;
1525125000;0.56;26.65;0.37;1013.03;51.79;6.22;162;0.13;;;
1525125300;0.56;26.65;0.37;1013.02;51.79;6.22;58;0.14;;;
1525125600;0.56;26.65;0.37;1013.01;51.79;6.22;36;0.34;;;
1525125900;0.56;26.8;0.38;1013;51.79;6.22;89;0.32;;;
1525126200;0.56;26.96;0.38;1013;51.79;6.22;120;0.51;;;
1525126500;0.56;27.11;0.38;1012.99;51.79;6.22;133;0.77;;;
1525126800;0.56;27.26;0.38;1012.98;51.79;6.22;139;1.05;;;
1525127100;0.56;27.41;0.39;1012.97;51.79;6.22;142;1.33;;;
1525127400;0.56;27.56;0.39;1012.96;51.79;6.22;145;1.62;;;
1525127700;0.56;27.7;0.39;1012.95;51.79;6.22;146;1.91;;;
1525128000;0.56;27.85;0.39;1012.94;51.79;6.22;147;2.2;;;
1525128300;0.56;28;0.4;1012.93;51.79;6.22;148;2.49;;;
1525128600;0.56;28.14;0.4;1012.92;51.79;6.22;149;2.78;;;
1525128900;0.56;28.29;0.4;1012.91;51.79;6.22;150;3.07;;;
1525129200;0.56;28.43;0.4;1012.9;51.79;6.22;150;3.36;;;
1525129500;0.56;28.86;0.42;1012.9;51.34;6.22;149;3.35;;;
1525129800;0.56;29.26;0.43;1012.89;50.89;6.22;148;3.35;;;
1525130100;0.56;29.63;0.44;1012.89;50.44;6.22;147;3.35;;;
1525130400;0.56;29.98;0.46;1012.88;49.37;6.22;147;3.35;;;
1525130700;0.56;30.31;0.47;1012.88;48.86;6.22;146;3.35;;;
1525131000;0.56;30.61;0.49;1012.87;48.35;6.22;145;3.34;;;
1525131300;0.56;30.9;0.5;1012.87;47.84;6.22;144;3.35;;;
1525131600;0.56;31.16;0.51;1012.86;47.32;6.22;143;3.35;;;
1525131900;0.56;31.41;0.53;1012.86;46.81;6.22;142;3.35;;;
1525132200;0.56;31.63;0.54;1012.85;46.3;6.22;141;3.35;;;
1525132500;0.56;31.85;0.56;1012.85;45.78;6.22;140;3.35;;;
1525132800;0.56;32.04;0.57;1012.84;45.27;6.22;140;3.36;;;
1525133100;0.56;31.81;0.56;1012.85;45.78;6.22;140;3.17;;;
1525133400;0.56;31.57;0.55;1012.85;47;6.22;140;2.98;;;
1525133700;0.56;31.31;0.54;1012.85;47.3;6.22;141;2.79;;;
1525134000;0.56;31.05;0.52;1012.86;47.6;6.22;141;2.61;;;
1525134300;0.56;30.77;0.51;1012.86;47.9;6.22;142;2.42;;;
1525134600;0.56;30.48;0.5;1012.86;48.2;6.22;142;2.23;;;
1525134900;0.56;30.17;0.49;1012.87;48.5;6.22;143;2.04;;;
1525135200;0.56;29.86;0.48;1012.87;48.8;6.22;144;1.86;;;
1525135500;0.56;29.52;0.47;1012.87;49.09;6.22;145;1.67;;;
1525135800;0.56;29.18;0.45;1012.88;49.39;6.22;146;1.48;;;
1525136100;0.56;28.81;0.44;1012.88;49.69;6.22;148;1.3;;;
1525136400;0.56;28.43;0.43;1012.88;49.99;6.22;150;1.11;;;
1525136700;0.56;28.86;0.45;1012.9;49.54;6.22;150;1.02;;;
1525137000;0.56;29.26;0.46;1012.91;49.09;6.22;150;0.93;;;
1525137300;0.56;29.64;0.48;1012.93;48.64;6.22;150;0.84;;;
1525137600;0.56;29.99;0.49;1012.94;48.19;6.22;150;0.74;;;
1525137900;0.56;30.31;0.51;1012.95;47.74;6.22;150;0.65;;;
1525138200;0.56;30.62;0.52;1012.97;47.29;6.22;150;0.56;;;
1525138500;0.56;30.9;0.54;1012.98;46.84;6.22;150;0.46;;;
1525138800;0.56;31.16;0.55;1012.99;46.39;6.22;150;0.37;;;
1525139100;0.56;31.41;0.57;1013.01;45.94;6.22;150;0.28;;;
1525139400;0.56;31.64;0.58;1013.02;45.49;6.22;150;0.19;;;
1525139700;0.56;31.85;0.6;1013.04;45.04;6.22;150;0.09;;;
1525140000;0.56;32.04;0.61;1013.05;44.59;6.22;;0;;;
1525140300;0.56;32.04;0.61;1013.07;44.59;6.22;230;0.19;;;
1525140600;0.56;32.04;0.61;1013.09;44.59;6.22;230;0.37;;;
1525140900;0.56;32.04;0.61;1013.12;44.59;6.22;230;0.56;;;
1525141200;0.56;32.04;0.61;1013.14;44.59;6.22;230;0.75;;;
1525141500;0.56;32.04;0.61;1013.16;44.59;6.22;230;0.93;;;
1525141800;0.56;32.04;0.61;1013.18;44.59;6.22;230;1.12;;;
1525142100;0.56;32.04;0.61;1013.2;44.59;6.22;230;1.31;;;
1525142400;0.56;32.04;0.61;1013.23;44.59;6.22;230;1.5;;;
1525142700;0.56;32.04;0.61;1013.25;44.59;6.22;230;1.68;;;
1525143000;0.56;32.04;0.61;1013.27;44.59;6.22;230;1.87;;;
1525143300;0.56;32.04;0.61;1013.29;44.59;6.22;230;2.06;;;
1525143600;0.56;32.04;0.61;1013.31;44.59;6.22;230;2.24;;;
1525143900;0.56;32.19;0.62;1013.34;44.59;6.22;229;2.15;;;
1525144200;0.56;32.34;0.62;1013.36;44.59;6.22;229;2.05;;;
1525144500;0.56;32.49;0.62;1013.39;44.59;6.22;228;1.96;;;
1525144800;0.56;32.64;0.63;1013.42;44.59;6.22;228;1.86;;;
1525145100;0.56;32.78;0.63;1013.44;44.59;6.22;227;1.77;;;
1525145400;0.56;32.93;0.63;1013.47;44.59;6.22;227;1.67;;;
1525145700;0.56;33.08;0.64;1013.49;44.59;6.22;226;1.58;;;
1525146000;0.56;33.22;0.64;1013.52;44.59;6.22;225;1.49;;;
1525146300;0.56;33.36;0.64;1013.54;44.59;6.22;224;1.39;;;
1525146600;0.56;33.51;0.65;1013.57;44.59;6.22;223;1.3;;;
1525146900;0.56;33.65;0.65;1013.59;44.59;6.22;222;1.21;;;
1525147200;0.57;33.79;0.66;1013.62;44.59;6.22;221;1.11;;;
1525147500;0.57;33.87;0.64;1013.64;45.19;6.22;221;1.11;;;
1525147800;0.57;33.93;0.63;1013.66;45.79;6.22;222;1.11;;;
1525148100;0.57;33.98;0.62;1013.68;46.39;6.22;223;1.11;;;
1525148400;0.57;34.01;0.6;1013.71;46.99;6.22;223;1.11;;;
1525148700;0.57;34.04;0.59;1013.73;47.59;6.22;224;1.11;;;
1525149000;0.57;34.05;0.58;1013.75;48.19;6.22;225;1.11;;;
1525149300;0.57;34.04;0.57;1013.77;48.79;6.22;226;1.11;;;
1525149600;0.57;34.03;0.55;1013.79;49.39;6.22;227;1.11;;;
1525149900;0.57;33.99;0.54;1013.82;49.99;6.22;227;1.11;;;
1525150200;0.57;33.94;0.53;1013.84;50.59;6.22;228;1.11;;;
1525150500;0.57;33.88;0.51;1013.86;51.19;6.22;229;1.11;;;
1525150800;0.57;33.8;0.5;1013.88;51.79;6.22;230;1.11;;;
1525151100;0.57;33.9;0.49;1013.89;52.54;6.22;230;1.11;;;
1525151400;0.57;33.99;0.48;1013.91;53.29;6.22;230;1.11;;;
1525151700;0.57;34.06;0.47;1013.92;54.04;6.22;230;1.11;;;
1525152000;0.57;34.11;0.45;1013.93;54.79;6.22;230;1.11;;;
1525152300;0.57;34.15;0.44;1013.94;55.54;6.22;230;1.11;;;
1525152600;0.57;34.16;0.43;1013.95;56.3;6.22;230;1.11;;;
1525152900;0.57;34.16;0.42;1013.97;57.05;6.22;230;1.11;;;
1525153200;0.57;34.13;0.41;1013.98;57.8;6.22;230;1.11;;;
1525153500;0.57;34.08;0.4;1013.99;58.55;6.22;230;1.11;;;
1525153800;0.57;34.01;0.38;1014;59.3;6.22;230;1.11;;;
1525154100;0.58;33.92;0.37;1014.01;60.05;6.22;230;1.11;;;
1525154400;0.58;33.79;0.36;1014.03;60.8;6.22;230;1.11;;;
1525154700;0.58;33.98;0.36;1014.02;61.4;6.22;226;1;;;
1525155000;0.58;34.16;0.35;1014.02;62;6.22;223;0.89;;;
1525155300;0.58;34.33;0.35;1014.02;62.6;6.22;218;0.78;;;
1525155600;0.58;34.5;0.34;1014.01;63.2;6.22;212;0.68;;;
1525155900;0.58;34.66;0.34;1014.01;63.8;6.22;203;0.59;;;
1525156200;0.58;34.82;0.33;1014.01;64.4;6.22;192;0.52;;;
1525156500;0.58;34.96;0.33;1014;65;6.22;178;0.47;;;
1525156800;0.58;35.11;0.32;1014;65.6;6.22;163;0.46;;;
1525157100;0.58;35.24;0.32;1014;66.2;6.22;147;0.48;;;
1525157400;0.58;35.37;0.31;1013.99;66.8;6.22;134;0.53;;;
1525157700;0.58;35.48;0.31;1013.99;67.4;6.22;123;0.6;;;
1525158000;0.58;35.59;0.3;1013.99;68;6.22;115;0.69;;;
1525158300;0.55;35.9;0.3;1013.97;68.45;6.22;115;0.74;;;
1525158600;0.52;36.2;0.3;1013.95;68.9;6.22;115;0.78;;;
1525158900;0.49;36.51;0.3;1013.93;69.35;6.22;115;0.82;;;
1525159200;0.45;36.81;0.3;1013.91;69.8;6.22;115;0.86;;;
1525159500;0.42;37.11;0.3;1013.89;70.25;6.22;115;0.91;;;
1525159800;0.39;37.41;0.3;1013.87;70.69;6.22;115;0.95;;;
1525160100;0.35;37.71;0.3;1013.85;71.14;6.22;115;0.99;;;
1525160400;0.32;38.01;0.29;1013.83;71.59;6.22;115;1.04;;;
1525160700;0.29;38.31;0.29;1013.81;72.04;6.22;115;1.08;;;
1525161000;0.25;38.61;0.29;1013.79;72.49;6.22;115;1.12;;;
1525161300;0.22;38.91;0.29;1013.77;72.94;6.22;115;1.17;;;
1525161600;0.19;39.21;0.29;1013.75;73.39;6.22;115;1.21;;;
1525161900;0.19;39.21;0.29;1013.72;73.54;6.22;133;1.21;;;
1525162200;0.19;39.21;0.29;1013.69;73.69;6.22;150;1.33;;;
1525162500;0.19;39.21;0.29;1013.65;73.84;6.22;164;1.55;;;
1525162800;0.19;39.22;0.28;1013.62;73.99;6.22;173;1.82;;;
1525163100;0.19;39.22;0.28;1013.58;74.14;6.22;180;2.14;;;
1525163400;0.19;39.22;0.28;1013.55;74.29;6.22;185;2.47;;;
1525163700;0.19;39.22;0.28;1013.52;74.44;6.22;189;2.82;;;
1525164000;0.19;39.22;0.28;1013.48;74.59;6.22;192;3.19;;;
1525164300;0.19;39.21;0.28;1013.45;74.74;6.22;195;3.55;;;
1525164600;0.19;39.21;0.28;1013.41;74.89;6.22;197;3.93;;;
1525164900;0.19;39.21;0.27;1013.38;75.04;6.22;198;4.31;;;
1525165200;0.19;39.2;0.27;1013.35;75.19;6.22;200;4.69;;;
1525165500;0.19;39.09;0.27;1013.3;75.49;6.22;198;4.67;;;
1525165800;0.19;38.96;0.27;1013.26;75.79;6.22;196;4.65;;;
1525166100;0.19;38.83;0.26;1013.22;76.1;6.22;195;4.64;;;
1525166400;0.19;38.7;0.26;1013.18;76.4;6.22;193;4.63;;;
1525166700;0.19;38.56;0.25;1013.13;76.7;6.22;191;4.62;;;
1525167000;0.19;38.41;0.25;1013.09;77;6.22;190;4.62;;;
1525167300;0.19;38.26;0.25;1013.05;77.3;6.22;188;4.62;;;
1525167600;0.19;38.09;0.24;1013.01;77.61;6.22;186;4.63;;;
1525167900;0.19;37.93;0.24;1012.96;77.91;6.22;185;4.64;;;
1525168200;0.19;37.75;0.23;1012.92;78.21;6.22;183;4.65;;;
1525168500;0.19;37.57;0.23;1012.88;78.51;6.22;182;4.67;;;
1525168800;0.19;37.38;0.23;1012.84;78.81;6.22;180;4.69;;;
1525169100;0.19;36.42;0.22;1012.79;78.81;6.22;188;4.72;;;
1525169400;0.19;35.44;0.21;1012.75;78.81;6.22;196;4.85;;;
1525169700;0.19;34.42;0.2;1012.71;78.81;6.22;203;5.07;;;
1525170000;0.19;33.36;0.19;1012.66;78.81;6.22;210;5.36;;;
1525170300;0.19;32.26;0.18;1012.62;78.81;6.22;215;5.71;;;
1525170600;0.19;31.12;0.18;1012.58;78.81;6.22;221;6.11;;;
1525170900;0.19;29.92;0.17;1012.54;78.81;6.22;225;6.56;;;
1525171200;0.19;28.68;0.16;1012.49;78.81;6.22;229;7.04;;;
1525171500;0.19;27.37;0.15;1012.45;78.81;6.22;232;7.54;;;
1525171800;0.19;26;0.14;1012.41;78.81;6.22;235;8.07;;;
1525172100;0.19;24.55;0.13;1012.36;78.81;6.22;238;8.62;;;
1525172400;0.19;23.03;0.13;1012.32;78.81;6.22;240;9.18;;;
1525172700;0.21;23.7;0.13;1012.28;78.81;6.22;237;7.99;;;
1525173000;0.23;24.36;0.13;1012.25;78.81;6.22;234;6.82;;;
1525173300;0.25;25;0.14;1012.21;78.81;6.22;229;5.68;;;
1525173600;0.27;25.62;0.14;1012.18;78.81;6.22;221;4.62;;;
1525173900;0.29;26.23;0.14;1012.14;78.81;6.22;209;3.68;;;
1525174200;0.31;26.83;0.15;1012.11;78.81;6.22;191;2.98;;;
1525174500;0.33;27.42;0.15;1012.07;78.81;6.22;166;2.73;;;
1525174800;0.35;27.99;0.15;1012.03;78.81;6.22;141;3.04;;;
1525175100;0.38;28.55;0.16;1012;78.81;6.22;124;3.76;;;
1525175400;0.4;29.1;0.16;1011.96;78.81;6.22;113;4.72;;;
1525175700;0.42;29.64;0.17;1011.93;78.81;6.22;105;5.79;;;
1525176000;0.44;30.17;0.17;1011.89;78.81;6.22;101;6.93;;;
1525176300;0.44;30.03;0.17;1011.87;78.81;6.22;99;7.11;;;
1525176600;0.44;29.88;0.17;1011.85;78.81;6.22;98;7.29;;;
1525176900;0.44;29.74;0.17;1011.83;78.81;6.22;97;7.47;;;
1525177200;0.44;29.59;0.17;1011.8;78.81;6.22;96;7.65;;;
1525177500;0.44;29.45;0.16;1011.78;78.81;6.22;95;7.84;;;
1525177800;0.44;29.3;0.16;1011.76;78.81;6.22;95;8.03;;;
1525178100;0.44;29.15;0.16;1011.74;78.81;6.22;94;8.21;;;
1525178400;0.44;29.01;0.16;1011.72;78.81;6.22;93;8.41;;;
1525178700;0.44;28.86;0.16;1011.7;78.81;6.22;92;8.6;;;
1525179000;0.44;28.71;0.16;1011.67;78.81;6.22;91;8.79;;;
1525179300;0.44;28.56;0.16;1011.65;78.81;6.22;91;8.99;;;
1525179600;0.44;28.4;0.16;1011.63;78.81;6.22;90;9.18;;;
1525179900;0.44;28.4;0.16;1011.63;78.81;6.22;89;8.99;;;
1525180200;0.44;28.4;0.16;1011.62;78.81;6.22;89;8.79;;;
1525180500;0.44;28.4;0.16;1011.62;78.81;6.22;88;8.6;;;
1525180800;0.44;28.4;0.16;1011.61;78.81;6.22;87;8.41;;;
1525181100;0.44;28.4;0.16;1011.61;78.81;6.22;86;8.21;;;
1525181400;0.44;28.4;0.16;1011.6;78.81;6.22;85;8.03;;;
1525181700;0.44;28.4;0.16;1011.6;78.81;6.22;85;7.84;;;
1525182000;0.44;28.4;0.16;1011.59;78.81;6.22;84;7.65;;;
1525182300;0.44;28.4;0.16;1011.59;78.81;6.22;83;7.47;;;
1525182600;0.44;28.4;0.16;1011.58;78.81;6.22;82;7.29;;;
1525182900;0.44;28.4;0.16;1011.58;78.81;6.22;81;7.11;;;
1525183200;0.44;28.4;0.16;1011.58;78.81;6.22;80;6.93;;;
1525183500;0.44;28.26;0.16;1011.59;78.81;6.22;80;6.62;;;
1525183800;0.44;28.12;0.16;1011.6;78.81;6.22;81;6.3;;;
1525184100;0.44;27.97;0.15;1011.61;78.81;6.22;82;5.99;;;
1525184400;0.44;27.82;0.15;1011.62;78.81;6.22;84;5.68;;;
1525184700;0.44;27.68;0.15;1011.64;78.81;6.22;85;5.37;;;
1525185000;0.44;27.53;0.15;1011.65;78.81;6.22;86;5.07;;;
1525185300;0.44;27.38;0.15;1011.66;78.81;6.22;88;4.77;;;
1525185600;0.44;27.23;0.15;1011.67;78.81;6.22;90;4.47;;;
1525185900;0.44;27.08;0.15;1011.68;78.81;6.22;92;4.18;;;
1525186200;0.44;26.93;0.15;1011.7;78.81;6.22;94;3.9;;;
1525186500;0.44;26.78;0.15;1011.71;78.81;6.22;97;3.62;;;
1525186800;0.44;26.62;0.15;1011.72;78.81;6.22;101;3.36;;;
1525187100;0.44;27.92;0.16;1011.74;78.36;6.22;92;3.4;;;
1525187400;0.44;29.12;0.17;1011.77;77.91;6.22;84;3.52;;;
1525187700;0.44;30.22;0.18;1011.79;77.46;6.22;77;3.7;;;
1525188000;0.44;31.25;0.19;1011.82;77;6.22;70;3.94;;;
1525188300;0.44;32.21;0.2;1011.84;76.55;6.22;64;4.22;;;
1525188600;0.44;33.1;0.21;1011.86;76.1;6.22;59;4.55;;;
1525188900;0.44;33.94;0.22;1011.89;75.65;6.22;55;4.9;;;
1525189200;0.44;34.72;0.23;1011.91;75.2;6.22;51;5.27;;;
1525189500;0.44;35.45;0.24;1011.94;74.74;6.22;48;5.67;;;
1525189800;0.44;36.14;0.25;1011.96;74.29;6.22;45;6.08;;;
1525190100;0.44;36.78;0.26;1011.99;73.84;6.22;43;6.5;;;
1525190400;0.44;37.39;0.27;1012.01;73.39;6.22;41;6.93;;;
1525190700;0.44;37.24;0.27;1012.04;73.24;6.22;43;7.17;;;
1525191000;0.44;37.09;0.27;1012.07;73.09;6.22;45;7.42;;;
1525191300;0.44;36.94;0.27;1012.1;72.94;6.22;47;7.67;;;
1525191600;0.44;36.79;0.27;1012.13;72.79;6.22;49;7.94;;;
1525191900;0.44;36.64;0.27;1012.16;72.65;6.22;51;8.21;;;
1525192200;0.44;36.49;0.27;1012.19;72.5;6.22;52;8.49;;;
1525192500;0.44;36.34;0.27;1012.22;72.35;6.22;54;8.78;;;
1525192800;0.44;36.19;0.27;1012.25;72.2;6.22;55;9.07;;;
1525193100;0.44;36.04;0.27;1012.28;72.06;6.22;56;9.37;;;
1525193400;0.44;35.89;0.27;1012.31;71.91;6.22;58;9.67;;;
1525193700;0.44;35.74;0.27;1012.34;71.76;6.22;59;9.98;;;
1525194000;0.44;35.59;0.27;1012.37;71.61;6.22;60;10.29;;;
1525194300;0.44;35.29;0.27;1012.4;71.31;6.22;62;9.94;;;
1525194600;0.44;35;0.27;1012.43;71.01;6.22;63;9.59;;;
1525194900;0.44;34.7;0.27;1012.45;70.71;6.22;65;9.26;;;
1525195200;0.44;34.4;0.27;1012.48;70.41;6.22;67;8.94;;;
1525195500;0.44;34.11;0.27;1012.51;70.11;6.22;70;8.63;;;
1525195800;0.44;33.81;0.26;1012.54;69.81;6.22;72;8.33;;;
1525196100;0.44;33.51;0.26;1012.57;69.51;6.22;75;8.05;;;
1525196400;0.44;33.22;0.26;1012.6;69.21;6.22;77;7.78;;;
1525196700;0.44;32.92;0.26;1012.62;68.9;6.22;80;7.54;;;
1525197000;0.44;32.62;0.26;1012.65;68.6;6.22;83;7.31;;;
1525197300;0.44;32.33;0.26;1012.68;68.3;6.22;87;7.11;;;
1525197600;0.44;32.03;0.26;1012.71;68;6.22;90;6.93;;;
1525197900;0.44;32.4;0.27;1012.73;67.7;6.22;86;6.81;;;
1525198200;0.44;32.76;0.28;1012.75;67.4;6.22;81;6.73;;;
1525198500;0.44;33.1;0.28;1012.77;67.1;6.22;77;6.68;;;
1525198800;0.44;33.42;0.29;1012.79;66.8;6.22;72;6.68;;;
1525199100;0.44;33.74;0.3;1012.81;66.5;6.22;68;6.72;;;
1525199400;0.44;34.04;0.3;1012.83;66.2;6.22;63;6.81;;;
1525199700;0.44;34.32;0.31;1012.85;65.9;6.22;59;6.93;;;
1525200000;0.44;34.6;0.32;1012.88;65.6;6.22;55;7.09;;;
1525200300;0.44;34.87;0.32;1012.9;65.3;6.22;51;7.28;;;
1525200600;0.44;35.12;0.33;1012.92;65;6.22;47;7.51;;;
1525200900;0.44;35.37;0.34;1012.94;64.7;6.22;44;7.76;;;
1525201200;0.44;35.6;0.34;1012.96;64.4;6.22;41;8.05;;;
1525201500;0.44;36.12;0.35;1012.97;64.25;6.22;41;8.44;;;
1525201800;0.44;36.63;0.36;1012.98;64.1;6.22;41;8.83;;;
1525202100;0.44;37.13;0.37;1012.99;63.95;6.22;41;9.22;;;
1525202400;0.44;37.6;0.38;1013;63.8;6.22;41;9.62;;;
1525202700;0.44;38.07;0.39;1013.01;63.65;6.22;41;10.01;;;
1525203000;0.44;38.52;0.4;1013.02;63.5;6.22;41;10.4;;;
1525203300;0.44;38.96;0.41;1013.03;63.35;6.22;41;10.8;;;
1525203600;0.44;39.39;0.41;1013.04;63.2;6.22;41;11.19;;;
1525203900;0.44;39.81;0.42;1013.05;63.05;6.22;41;11.58;;;
1525204200;0.44;40.22;0.43;1013.06;62.89;6.22;41;11.97;;;
1525204500;0.44;40.61;0.44;1013.07;62.74;6.22;41;12.37;;;
1525204800;0.44;41;0.45;1013.08;62.59;6.22;41;12.76;;;
1525205100;0.44;41.17;0.46;1013.08;62.44;6.22;41;12.36;;;
1525205400;0.44;41.33;0.46;1013.08;62.3;6.22;42;11.96;;;
1525205700;0.44;41.49;0.47;1013.08;62.15;6.22;42;11.56;;;
1525206000;0.44;41.65;0.47;1013.08;62;6.22;43;11.16;;;
1525206300;0.44;41.8;0.48;1013.07;61.85;6.22;43;10.77;;;
1525206600;0.44;41.96;0.48;1013.07;61.7;6.22;44;10.37;;;
1525206900;0.44;42.1;0.49;1013.07;61.55;6.22;45;9.98;;;
1525207200;0.44;42.25;0.49;1013.07;61.4;6.22;46;9.59;;;
1525207500;0.44;42.39;0.5;1013.07;61.25;6.22;46;9.2;;;
1525207800;0.44;42.53;0.5;1013.07;61.1;6.22;47;8.81;;;
1525208100;0.44;42.67;0.51;1013.07;60.95;6.22;48;8.43;;;
1525208400;0.44;42.8;0.51;1013.07;60.8;6.22;50;8.05;;;
1525208700;0.44;42.8;0.52;1013.06;60.65;6.22;51;7.72;;;
1525209000;0.44;42.81;0.52;1013.05;60.5;6.22;53;7.39;;;
1525209300;0.44;42.81;0.52;1013.05;60.35;6.22;54;7.07;;;
1525209600;0.44;42.81;0.53;1013.04;60.2;6.22;56;6.76;;;
1525209900;0.44;42.81;0.53;1013.03;60.05;6.22;58;6.46;;;
1525210200;0.44;42.81;0.53;1013.02;59.9;6.22;60;6.16;;;
1525210500;0.44;42.81;0.53;1013.02;59.75;6.22;63;5.88;;;
1525210800;0.44;42.81;0.54;1013.01;59.6;6.22;66;5.61;;;
1525211100;0.44;42.81;0.54;1013;59.45;6.22;69;5.35;;;
1525211400;0.44;42.81;0.54;1012.99;59.3;6.22;72;5.11;;;
1525211700;0.44;42.8;0.55;1012.99;59.15;6.22;76;4.89;;;
1525212000;0.44;42.8;0.55;1012.98;59;6.22;80;4.69;;;
1525212300;0.44;42.82;0.56;1012.97;58.7;6.22;77;4.64;;;
1525212600;0.44;42.83;0.56;1012.96;58.4;6.22;75;4.6;;;
1525212900;0.44;42.85;0.57;1012.95;58.1;6.22;72;4.57;;;
1525213200;0.44;42.86;0.57;1012.94;57.8;6.22;70;4.54;;;
1525213500;0.44;42.86;0.58;1012.93;57.5;6.22;67;4.53;;;
1525213800;0.44;42.86;0.59;1012.92;57.2;6.22;65;4.53;;;
1525214100;0.44;42.86;0.59;1012.91;56.9;6.22;62;4.53;;;
1525214400;0.44;42.85;0.6;1012.9;56.6;6.22;59;4.54;;;
1525214700;0.44;42.85;0.61;1012.89;56.3;6.22;57;4.57;;;
1525215000;0.44;42.83;0.61;1012.89;56;6.22;54;4.6;;;
1525215300;0.44;42.82;0.62;1012.88;55.7;6.22;52;4.64;;;
1525215600;0.44;42.8;0.62;1012.87;55.4;6.22;50;4.69;;;
1525215900;0.45;42.66;0.63;1012.86;55.1;6.22;49;4.77;;;
1525216200;0.46;42.51;0.63;1012.86;54.8;6.22;48;4.87;;;
1525216500;0.47;42.37;0.63;1012.85;54.5;6.22;47;4.96;;;
1525216800;0.48;42.22;0.64;1012.85;54.2;6.22;46;5.05;;;
1525217100;0.49;42.07;0.64;1012.84;53.9;6.22;45;5.14;;;
1525217400;0.5;41.92;0.64;1012.84;53.6;6.22;45;5.24;;;
1525217700;0.51;41.77;0.65;1012.83;53.3;6.22;44;5.33;;;
1525218000;0.52;41.62;0.65;1012.83;53;6.22;43;5.43;;;
1525218300;0.53;41.47;0.66;1012.82;52.69;6.22;42;5.53;;;
1525218600;0.54;41.31;0.66;1012.82;52.39;6.22;42;5.62;;;
1525218900;0.55;41.16;0.66;1012.81;52.09;6.22;41;5.72;;;
1525219200;0.56;41;0.67;1012.81;51.79;6.22;41;5.82;;;
1525219500;0.56;41.16;0.67;1012.81;51.79;6.22;41;5.41;;;
1525219800;0.56;41.31;0.67;1012.81;51.79;6.22;42;5;;;
1525220100;0.56;41.46;0.68;1012.82;51.79;6.22;43;4.59;;;
1525220400;0.56;41.62;0.68;1012.82;51.79;6.22;44;4.18;;;
1525220700;0.56;41.77;0.69;1012.82;51.79;6.22;45;3.77;;;
1525221000;0.56;41.92;0.69;1012.83;51.79;6.22;46;3.36;;;
1525221300;0.56;42.07;0.69;1012.83;51.79;6.22;48;2.96;;;
1525221600;0.56;42.21;0.7;1012.83;51.79;6.22;51;2.56;;;
1525221900;0.56;42.36;0.7;1012.84;51.79;6.22;55;2.17;;;
1525222200;0.56;42.51;0.71;1012.84;51.79;6.22;60;1.79;;;
1525222500;0.56;42.66;0.71;1012.85;51.79;6.22;67;1.43;;;
1525222800;0.56;42.8;0.71;1012.85;51.79;6.22;80;1.11;;;
1525223100;0.56;42.66;0.71;1012.86;51.79;6.22;80;1.21;;;
1525223400;0.56;42.51;0.71;1012.88;51.79;6.22;80;1.3;;;
1525223700;0.56;42.36;0.7;1012.89;51.79;6.22;80;1.4;;;
1525224000;0.56;42.21;0.7;1012.9;51.79;6.22;80;1.49;;;
1525224300;0.56;42.07;0.69;1012.92;51.79;6.22;80;1.58;;;
1525224600;0.56;41.92;0.69;1012.93;51.79;6.22;80;1.68;;;
1525224900;0.56;41.77;0.69;1012.95;51.79;6.22;80;1.77;;;
1525225200;0.56;41.62;0.68;1012.96;51.79;6.22;80;1.87;;;
1525225500;0.56;41.46;0.68;1012.97;51.79;6.22;80;1.96;;;
1525225800;0.56;41.31;0.67;1012.99;51.79;6.22;80;2.06;;;
1525226100;0.56;41.16;0.67;1013;51.79;6.22;80;2.15;;;
1525226400;0.56;41;0.67;1013.01;51.79;6.22;80;2.24;;;
1525226700;0.56;40.86;0.67;1013.04;51.49;6.22;76;2.2;;;
1525227000;0.56;40.72;0.67;1013.06;51.19;6.22;73;2.17;;;
1525227300;0.56;40.57;0.68;1013.08;50.89;6.22;70;2.15;;;
1525227600;0.56;40.43;0.68;1013.1;50.6;6.22;67;2.13;;;
1525227900;0.56;40.28;0.68;1013.12;50.3;6.22;63;2.12;;;
1525228200;0.56;40.13;0.69;1013.15;50;6.22;60;2.11;;;
1525228500;0.56;39.98;0.69;1013.17;49.7;6.22;57;2.12;;;
1525228800;0.56;39.83;0.69;1013.19;49.4;6.22;53;2.13;;;
1525229100;0.56;39.68;0.7;1013.21;49.1;6.22;50;2.15;;;
1525229400;0.56;39.53;0.7;1013.23;48.8;6.22;47;2.17;;;
